X	P_MACROCANON	P_MICROCANON
5101	0.27449748743718594	0.43052837573385516
5201	0.2757537688442211	0.43052837573385516
5301	0.27889447236180903	0.43052837573385516
5401	0.28015075376884424	0.43052837573385516
5501	0.2814070351758794	0.4324853228962818
5601	0.2814070351758794	0.4324853228962818
5701	0.28203517587939697	0.4324853228962818
5801	0.28266331658291455	0.4324853228962818
5901	0.28454773869346733	0.436399217221135
6001	0.2864321608040201	0.436399217221135
6101	0.28957286432160806	0.44031311154598823
6201	0.2908291457286432	0.44227005870841485
6301	0.2914572864321608	0.44227005870841485
6401	0.29208542713567837	0.44227005870841485
6501	0.29208542713567837	0.44227005870841485
6601	0.292713567839196	0.44422700587084146
6701	0.29396984924623115	0.4481409001956947
6801	0.2952261306532663	0.4481409001956947
6901	0.2952261306532663	0.4481409001956947
7001	0.2971105527638191	0.4481409001956947
7101	0.29773869346733667	0.4500978473581213
7201	0.30025125628140703	0.45401174168297453
7301	0.3015075376884422	0.45401174168297453
7401	0.30339195979899497	0.45596868884540115
7501	0.30402010050251255	0.45792563600782776
7601	0.30590452261306533	0.461839530332681
7701	0.3065326633165829	0.461839530332681
7801	0.3065326633165829	0.461839530332681
7901	0.3065326633165829	0.461839530332681
8001	0.30778894472361806	0.4657534246575342
8101	0.30904522613065327	0.4657534246575342
8201	0.3103015075376884	0.4657534246575342
8301	0.3121859296482412	0.4657534246575342
8401	0.3121859296482412	0.4657534246575342
8501	0.3121859296482412	0.4657534246575342
8601	0.31344221105527637	0.4657534246575342
8701	0.31344221105527637	0.4657534246575342
8801	0.31344221105527637	0.4657534246575342
8901	0.3146984924623116	0.4657534246575342
9001	0.3146984924623116	0.4657534246575342
9101	0.3146984924623116	0.4657534246575342
9201	0.31532663316582915	0.4657534246575342
9301	0.3165829145728643	0.4657534246575342
9401	0.3184673366834171	0.46771037181996084
9501	0.31972361809045224	0.46771037181996084
9601	0.32097989949748745	0.46966731898238745
9701	0.3241206030150754	0.47162426614481406
9801	0.32474874371859297	0.47162426614481406
9901	0.32537688442211055	0.4735812133072407
10001	0.3260050251256281	0.4735812133072407
10101	0.32663316582914576	0.4735812133072407
10201	0.3278894472361809	0.4735812133072407
10301	0.3285175879396985	0.4735812133072407
10401	0.3285175879396985	0.4735812133072407
10501	0.3297738693467337	0.4735812133072407
10601	0.33040201005025127	0.4755381604696673
10701	0.3335427135678392	0.4794520547945205
10801	0.33479899497487436	0.48336594911937375
10901	0.33668341708542715	0.48336594911937375
11001	0.3373115577889447	0.48336594911937375
11101	0.3373115577889447	0.48336594911937375
11201	0.3373115577889447	0.48336594911937375
11301	0.3398241206030151	0.48336594911937375
11401	0.3417085427135678	0.48336594911937375
11501	0.3417085427135678	0.48336594911937375
11601	0.34233668341708545	0.48336594911937375
11701	0.3442211055276382	0.48336594911937375
11801	0.34610552763819097	0.487279843444227
11901	0.3473618090452261	0.4892367906066536
12001	0.3473618090452261	0.4892367906066536
12101	0.34861809045226133	0.4892367906066536
12201	0.35050251256281406	0.4892367906066536
12301	0.35175879396984927	0.4892367906066536
12401	0.3530150753768844	0.4911937377690802
12501	0.353643216080402	0.4911937377690802
12601	0.353643216080402	0.4911937377690802
12701	0.353643216080402	0.4911937377690802
12801	0.3548994974874372	0.4911937377690802
12901	0.3555276381909548	0.4911937377690802
13001	0.3555276381909548	0.4911937377690802
13101	0.35615577889447236	0.4911937377690802
13201	0.35678391959798994	0.4911937377690802
13301	0.3574120603015075	0.4911937377690802
13401	0.3574120603015075	0.4911937377690802
13501	0.35804020100502515	0.4911937377690802
13601	0.3586683417085427	0.4911937377690802
13701	0.3592964824120603	0.4911937377690802
13801	0.3599246231155779	0.4911937377690802
13901	0.36180904522613067	0.4931506849315068
14001	0.3630653266331658	0.4931506849315068
14101	0.3636934673366834	0.4931506849315068
14201	0.3636934673366834	0.4931506849315068
14301	0.36432160804020103	0.4931506849315068
14401	0.3655778894472362	0.4931506849315068
14501	0.36683417085427134	0.49510763209393344
14601	0.36746231155778897	0.49510763209393344
14701	0.36746231155778897	0.49510763209393344
14801	0.3687185929648241	0.49510763209393344
14901	0.3687185929648241	0.49510763209393344
15001	0.3693467336683417	0.49510763209393344
15101	0.3699748743718593	0.49510763209393344
15201	0.3699748743718593	0.49510763209393344
15301	0.3706030150753769	0.49510763209393344
15401	0.3706030150753769	0.49510763209393344
15501	0.3706030150753769	0.49510763209393344
15601	0.3706030150753769	0.49510763209393344
15701	0.3706030150753769	0.49510763209393344
15801	0.3706030150753769	0.49510763209393344
15901	0.3706030150753769	0.49510763209393344
16001	0.3706030150753769	0.49510763209393344
16101	0.3706030150753769	0.49510763209393344
16201	0.3706030150753769	0.49510763209393344
16301	0.3706030150753769	0.49510763209393344
16401	0.37185929648241206	0.49706457925636005
16501	0.3743718592964824	0.49706457925636005
16601	0.375	0.49706457925636005
16701	0.375	0.49706457925636005
16801	0.3756281407035176	0.49706457925636005
16901	0.37625628140703515	0.49902152641878667
17001	0.3768844221105528	0.49902152641878667
17101	0.37751256281407036	0.49902152641878667
17201	0.37751256281407036	0.49902152641878667
17301	0.37751256281407036	0.49902152641878667
17401	0.37751256281407036	0.49902152641878667
17501	0.37751256281407036	0.49902152641878667
17601	0.37814070351758794	0.49902152641878667
17701	0.37814070351758794	0.49902152641878667
17801	0.3787688442211055	0.49902152641878667
17901	0.3787688442211055	0.49902152641878667
18001	0.3793969849246231	0.49902152641878667
18101	0.3793969849246231	0.49902152641878667
18201	0.3806532663316583	0.5009784735812133
18301	0.3806532663316583	0.5009784735812133
18401	0.3812814070351759	0.5009784735812133
18501	0.3812814070351759	0.5009784735812133
18601	0.3812814070351759	0.5009784735812133
18701	0.3812814070351759	0.5009784735812133
18801	0.38316582914572866	0.50293542074364
18901	0.38379396984924624	0.50293542074364
19001	0.3844221105527638	0.50293542074364
19101	0.38567839195979897	0.50293542074364
19201	0.38567839195979897	0.50293542074364
19301	0.3863065326633166	0.50293542074364
19401	0.3869346733668342	0.50293542074364
19501	0.38819095477386933	0.5048923679060665
19601	0.3888190954773869	0.5048923679060665
19701	0.3900753768844221	0.5068493150684932
19801	0.3900753768844221	0.5068493150684932
19901	0.3913316582914573	0.5088062622309197
20001	0.39195979899497485	0.5088062622309197
20101	0.39195979899497485	0.5088062622309197
20201	0.3925879396984925	0.5107632093933464
20301	0.39321608040201006	0.5107632093933464
20401	0.39384422110552764	0.5107632093933464
20501	0.3944723618090452	0.512720156555773
20601	0.3944723618090452	0.512720156555773
20701	0.3951005025125628	0.512720156555773
20801	0.3969849246231156	0.512720156555773
20901	0.39824120603015073	0.512720156555773
21001	0.39824120603015073	0.512720156555773
21101	0.4001256281407035	0.512720156555773
21201	0.4001256281407035	0.512720156555773
21301	0.4001256281407035	0.512720156555773
21401	0.4001256281407035	0.512720156555773
21501	0.4007537688442211	0.512720156555773
21601	0.40138190954773867	0.512720156555773
21701	0.4020100502512563	0.5146771037181996
21801	0.40326633165829145	0.5146771037181996
21901	0.40389447236180903	0.5146771037181996
22001	0.40389447236180903	0.5146771037181996
22101	0.4045226130653266	0.5146771037181996
22201	0.4045226130653266	0.5146771037181996
22301	0.4057788944723618	0.5146771037181996
22401	0.4057788944723618	0.5146771037181996
22501	0.4064070351758794	0.5146771037181996
22601	0.4064070351758794	0.5146771037181996
22701	0.40703517587939697	0.5146771037181996
22801	0.40766331658291455	0.5146771037181996
22901	0.40766331658291455	0.5146771037181996
23001	0.4082914572864322	0.5146771037181996
23101	0.40891959798994976	0.5146771037181996
23201	0.40891959798994976	0.5146771037181996
23301	0.4101758793969849	0.5166340508806262
23401	0.4101758793969849	0.5166340508806262
23501	0.4101758793969849	0.5166340508806262
23601	0.4101758793969849	0.5166340508806262
23701	0.4101758793969849	0.5166340508806262
23801	0.4101758793969849	0.5166340508806262
23901	0.4101758793969849	0.5166340508806262
24001	0.4101758793969849	0.5166340508806262
24101	0.4108040201005025	0.5166340508806262
24201	0.4114321608040201	0.5185909980430529
24301	0.4126884422110553	0.5185909980430529
24401	0.41331658291457285	0.5185909980430529
24501	0.4139447236180904	0.5205479452054794
24601	0.4158291457286432	0.5205479452054794
24701	0.4164572864321608	0.5205479452054794
24801	0.4164572864321608	0.5205479452054794
24901	0.417713567839196	0.5205479452054794
25001	0.4183417085427136	0.5225048923679061
25101	0.4183417085427136	0.5225048923679061
25201	0.41959798994974873	0.5225048923679061
25301	0.42085427135678394	0.5225048923679061
25401	0.42085427135678394	0.5225048923679061
25501	0.42273869346733667	0.5225048923679061
25601	0.42273869346733667	0.5225048923679061
25701	0.42336683417085424	0.5225048923679061
25801	0.42462311557788945	0.5244618395303327
25901	0.42462311557788945	0.5244618395303327
26001	0.42462311557788945	0.5244618395303327
26101	0.42525125628140703	0.5244618395303327
26201	0.4258793969849246	0.5244618395303327
26301	0.4258793969849246	0.5244618395303327
26401	0.4271356783919598	0.5244618395303327
26501	0.42839195979899497	0.5244618395303327
26601	0.42839195979899497	0.5244618395303327
26701	0.42839195979899497	0.5244618395303327
26801	0.42839195979899497	0.5244618395303327
26901	0.42902010050251255	0.5244618395303327
27001	0.43027638190954776	0.5244618395303327
27101	0.43027638190954776	0.5244618395303327
27201	0.43027638190954776	0.5244618395303327
27301	0.43027638190954776	0.5244618395303327
27401	0.43027638190954776	0.5244618395303327
27501	0.4315326633165829	0.5244618395303327
27601	0.4315326633165829	0.5244618395303327
27701	0.4315326633165829	0.5244618395303327
27801	0.4315326633165829	0.5244618395303327
27901	0.4315326633165829	0.5244618395303327
28001	0.4315326633165829	0.5244618395303327
28101	0.43278894472361806	0.5244618395303327
28201	0.43278894472361806	0.5244618395303327
28301	0.43278894472361806	0.5244618395303327
28401	0.43278894472361806	0.5244618395303327
28501	0.43278894472361806	0.5244618395303327
28601	0.43278894472361806	0.5244618395303327
28701	0.43278894472361806	0.5244618395303327
28801	0.43278894472361806	0.5244618395303327
28901	0.43278894472361806	0.5244618395303327
29001	0.43278894472361806	0.5244618395303327
29101	0.43278894472361806	0.5244618395303327
29201	0.4334170854271357	0.5244618395303327
29301	0.4334170854271357	0.5244618395303327
29401	0.4334170854271357	0.5244618395303327
29501	0.4334170854271357	0.5244618395303327
29601	0.4334170854271357	0.5244618395303327
29701	0.4334170854271357	0.5244618395303327
29801	0.43404522613065327	0.5244618395303327
29901	0.43404522613065327	0.5244618395303327
30001	0.43404522613065327	0.5244618395303327
30101	0.43404522613065327	0.5244618395303327
30201	0.43404522613065327	0.5244618395303327
30301	0.43404522613065327	0.5244618395303327
30401	0.43404522613065327	0.5244618395303327
30501	0.43404522613065327	0.5244618395303327
30601	0.43467336683417085	0.5244618395303327
30701	0.43467336683417085	0.5244618395303327
30801	0.43467336683417085	0.5244618395303327
30901	0.43467336683417085	0.5244618395303327
31001	0.43467336683417085	0.5244618395303327
31101	0.43467336683417085	0.5244618395303327
31201	0.43467336683417085	0.5244618395303327
31301	0.43467336683417085	0.5244618395303327
31401	0.43467336683417085	0.5244618395303327
31501	0.43467336683417085	0.5244618395303327
31601	0.43467336683417085	0.5244618395303327
31701	0.43467336683417085	0.5244618395303327
31801	0.4353015075376884	0.5244618395303327
31901	0.4353015075376884	0.5244618395303327
32001	0.4353015075376884	0.5244618395303327
32101	0.4353015075376884	0.5244618395303327
32201	0.4353015075376884	0.5244618395303327
32301	0.4353015075376884	0.5244618395303327
32401	0.4353015075376884	0.5244618395303327
32501	0.4353015075376884	0.5244618395303327
32601	0.4353015075376884	0.5244618395303327
32701	0.435929648241206	0.5244618395303327
32801	0.435929648241206	0.5244618395303327
32901	0.43655778894472363	0.5244618395303327
33001	0.43655778894472363	0.5244618395303327
33101	0.43655778894472363	0.5244618395303327
33201	0.43655778894472363	0.5244618395303327
33301	0.43655778894472363	0.5244618395303327
33401	0.4371859296482412	0.5244618395303327
33501	0.4371859296482412	0.5244618395303327
33601	0.4371859296482412	0.5244618395303327
33701	0.4378140703517588	0.5244618395303327
33801	0.4378140703517588	0.5244618395303327
33901	0.4378140703517588	0.5244618395303327
34001	0.4378140703517588	0.5244618395303327
34101	0.4378140703517588	0.5244618395303327
34201	0.43844221105527637	0.5264187866927593
34301	0.43844221105527637	0.5264187866927593
34401	0.43844221105527637	0.5264187866927593
34501	0.43844221105527637	0.5264187866927593
34601	0.43844221105527637	0.5264187866927593
34701	0.43844221105527637	0.5264187866927593
34801	0.43844221105527637	0.5264187866927593
34901	0.439070351758794	0.5264187866927593
35001	0.439070351758794	0.5264187866927593
35101	0.439070351758794	0.5264187866927593
35201	0.439070351758794	0.5264187866927593
35301	0.439070351758794	0.5264187866927593
35401	0.439070351758794	0.5264187866927593
35501	0.439070351758794	0.5264187866927593
35601	0.4396984924623116	0.5264187866927593
35701	0.4396984924623116	0.5264187866927593
35801	0.44032663316582915	0.5264187866927593
35901	0.44095477386934673	0.5264187866927593
36001	0.44221105527638194	0.5283757338551859
36101	0.44221105527638194	0.5283757338551859
36201	0.44221105527638194	0.5283757338551859
36301	0.44221105527638194	0.5283757338551859
36401	0.44221105527638194	0.5283757338551859
36501	0.44221105527638194	0.5283757338551859
36601	0.44221105527638194	0.5283757338551859
36701	0.44221105527638194	0.5283757338551859
36801	0.4428391959798995	0.5283757338551859
36901	0.4428391959798995	0.5283757338551859
37001	0.4434673366834171	0.5283757338551859
37101	0.44409547738693467	0.5303326810176126
37201	0.44472361809045224	0.5303326810176126
37301	0.44472361809045224	0.5303326810176126
37401	0.44472361809045224	0.5303326810176126
37501	0.4453517587939699	0.5322896281800391
37601	0.44597989949748745	0.5322896281800391
37701	0.44660804020100503	0.5322896281800391
37801	0.44660804020100503	0.5322896281800391
37901	0.4472361809045226	0.5322896281800391
38001	0.4472361809045226	0.5322896281800391
38101	0.4472361809045226	0.5322896281800391
38201	0.4472361809045226	0.5322896281800391
38301	0.4472361809045226	0.5322896281800391
38401	0.4472361809045226	0.5322896281800391
38501	0.4472361809045226	0.5322896281800391
38601	0.4478643216080402	0.5322896281800391
38701	0.4478643216080402	0.5322896281800391
38801	0.4478643216080402	0.5322896281800391
38901	0.4478643216080402	0.5322896281800391
39001	0.4478643216080402	0.5322896281800391
39101	0.4478643216080402	0.5322896281800391
39201	0.4478643216080402	0.5322896281800391
39301	0.4478643216080402	0.5322896281800391
39401	0.4478643216080402	0.5322896281800391
39501	0.4478643216080402	0.5322896281800391
39601	0.4484924623115578	0.5322896281800391
39701	0.4484924623115578	0.5322896281800391
39801	0.4484924623115578	0.5322896281800391
39901	0.4484924623115578	0.5322896281800391
40001	0.4484924623115578	0.5322896281800391
40101	0.4484924623115578	0.5322896281800391
40201	0.4491206030150754	0.5342465753424658
40301	0.44974874371859297	0.5342465753424658
40401	0.45037688442211055	0.5342465753424658
40501	0.45037688442211055	0.5342465753424658
40601	0.4510050251256281	0.5362035225048923
40701	0.4510050251256281	0.5362035225048923
40801	0.4510050251256281	0.5362035225048923
40901	0.4510050251256281	0.5362035225048923
41001	0.4510050251256281	0.5362035225048923
41101	0.4510050251256281	0.5362035225048923
41201	0.4510050251256281	0.5362035225048923
41301	0.4510050251256281	0.5362035225048923
41401	0.45163316582914576	0.5362035225048923
41501	0.45163316582914576	0.5362035225048923
41601	0.45163316582914576	0.5362035225048923
41701	0.45226130653266333	0.5362035225048923
41801	0.45226130653266333	0.5362035225048923
41901	0.45226130653266333	0.5362035225048923
42001	0.45226130653266333	0.5362035225048923
42101	0.45226130653266333	0.5362035225048923
42201	0.45226130653266333	0.5362035225048923
42301	0.4528894472361809	0.5362035225048923
42401	0.4528894472361809	0.5362035225048923
42501	0.4535175879396985	0.5362035225048923
42601	0.4535175879396985	0.5362035225048923
42701	0.4535175879396985	0.5362035225048923
42801	0.45414572864321606	0.5362035225048923
42901	0.45414572864321606	0.5362035225048923
43001	0.45414572864321606	0.5362035225048923
43101	0.45414572864321606	0.5362035225048923
43201	0.45414572864321606	0.5362035225048923
43301	0.45414572864321606	0.5362035225048923
43401	0.45414572864321606	0.5362035225048923
43501	0.45414572864321606	0.5362035225048923
43601	0.45414572864321606	0.5362035225048923
43701	0.4547738693467337	0.5362035225048923
43801	0.4547738693467337	0.5362035225048923
43901	0.4547738693467337	0.5362035225048923
44001	0.4547738693467337	0.5362035225048923
44101	0.4547738693467337	0.5362035225048923
44201	0.4547738693467337	0.5362035225048923
44301	0.4547738693467337	0.5362035225048923
44401	0.4547738693467337	0.5362035225048923
44501	0.4547738693467337	0.5362035225048923
44601	0.4547738693467337	0.5362035225048923
44701	0.4547738693467337	0.5362035225048923
44801	0.4547738693467337	0.5362035225048923
44901	0.4547738693467337	0.5362035225048923
45001	0.45603015075376885	0.5362035225048923
45101	0.45603015075376885	0.5362035225048923
45201	0.45603015075376885	0.5362035225048923
45301	0.45603015075376885	0.5362035225048923
45401	0.45603015075376885	0.5362035225048923
45501	0.45603015075376885	0.5362035225048923
45601	0.45603015075376885	0.5362035225048923
45701	0.45603015075376885	0.5362035225048923
45801	0.45603015075376885	0.5362035225048923
45901	0.45603015075376885	0.5362035225048923
46001	0.45603015075376885	0.5362035225048923
46101	0.45603015075376885	0.5362035225048923
46201	0.45603015075376885	0.5362035225048923
46301	0.45603015075376885	0.5362035225048923
46401	0.45603015075376885	0.5362035225048923
46501	0.4566582914572864	0.538160469667319
46601	0.457286432160804	0.5401174168297456
46701	0.457286432160804	0.5401174168297456
46801	0.457286432160804	0.5401174168297456
46901	0.457286432160804	0.5401174168297456
47001	0.45791457286432163	0.5401174168297456
47101	0.45791457286432163	0.5401174168297456
47201	0.45791457286432163	0.5401174168297456
47301	0.45791457286432163	0.5401174168297456
47401	0.4585427135678392	0.5420743639921722
47501	0.4585427135678392	0.5420743639921722
47601	0.4585427135678392	0.5420743639921722
47701	0.4585427135678392	0.5420743639921722
47801	0.4585427135678392	0.5420743639921722
47901	0.4585427135678392	0.5420743639921722
48001	0.4591708542713568	0.5420743639921722
48101	0.4591708542713568	0.5420743639921722
48201	0.4591708542713568	0.5420743639921722
48301	0.4591708542713568	0.5420743639921722
48401	0.4591708542713568	0.5420743639921722
48501	0.45979899497487436	0.5420743639921722
48601	0.45979899497487436	0.5420743639921722
48701	0.45979899497487436	0.5420743639921722
48801	0.46042713567839194	0.5440313111545988
48901	0.46042713567839194	0.5440313111545988
49001	0.46042713567839194	0.5440313111545988
49101	0.4610552763819096	0.5440313111545988
49201	0.4610552763819096	0.5440313111545988
49301	0.46168341708542715	0.5440313111545988
49401	0.4623115577889447	0.5440313111545988
49501	0.4623115577889447	0.5440313111545988
49601	0.4629396984924623	0.5440313111545988
49701	0.4629396984924623	0.5440313111545988
49801	0.4629396984924623	0.5440313111545988
49901	0.4629396984924623	0.5440313111545988
50001	0.4629396984924623	0.5440313111545988
50101	0.4629396984924623	0.5440313111545988
50201	0.4629396984924623	0.5440313111545988
50301	0.4629396984924623	0.5440313111545988
50401	0.4629396984924623	0.5440313111545988
50501	0.4641959798994975	0.5440313111545988
50601	0.4648241206030151	0.5459882583170255
50701	0.4648241206030151	0.5459882583170255
50801	0.4648241206030151	0.5459882583170255
50901	0.46545226130653267	0.5459882583170255
51001	0.46545226130653267	0.5459882583170255
51101	0.46545226130653267	0.5459882583170255
51201	0.46545226130653267	0.5459882583170255
51301	0.46545226130653267	0.5459882583170255
51401	0.46545226130653267	0.5459882583170255
51501	0.46545226130653267	0.5459882583170255
51601	0.46545226130653267	0.5459882583170255
51701	0.46608040201005024	0.5459882583170255
51801	0.46608040201005024	0.5459882583170255
51901	0.46608040201005024	0.5459882583170255
52001	0.46608040201005024	0.5459882583170255
52101	0.46608040201005024	0.5459882583170255
52201	0.46608040201005024	0.5459882583170255
52301	0.46608040201005024	0.5459882583170255
52401	0.4667085427135678	0.5459882583170255
52501	0.4667085427135678	0.5459882583170255
52601	0.4667085427135678	0.5459882583170255
52701	0.4667085427135678	0.5459882583170255
52801	0.46733668341708545	0.547945205479452
52901	0.4692211055276382	0.547945205479452
53001	0.4692211055276382	0.547945205479452
53101	0.4692211055276382	0.547945205479452
53201	0.4692211055276382	0.547945205479452
53301	0.46984924623115576	0.547945205479452
53401	0.46984924623115576	0.547945205479452
53501	0.46984924623115576	0.547945205479452
53601	0.46984924623115576	0.547945205479452
53701	0.46984924623115576	0.547945205479452
53801	0.46984924623115576	0.547945205479452
53901	0.46984924623115576	0.547945205479452
54001	0.46984924623115576	0.547945205479452
54101	0.46984924623115576	0.547945205479452
54201	0.4704773869346734	0.547945205479452
54301	0.4704773869346734	0.547945205479452
54401	0.4704773869346734	0.547945205479452
54501	0.4704773869346734	0.547945205479452
54601	0.4704773869346734	0.547945205479452
54701	0.4704773869346734	0.547945205479452
54801	0.4704773869346734	0.547945205479452
54901	0.4704773869346734	0.547945205479452
55001	0.4704773869346734	0.547945205479452
55101	0.4704773869346734	0.547945205479452
55201	0.4723618090452261	0.547945205479452
55301	0.4723618090452261	0.547945205479452
55401	0.4723618090452261	0.547945205479452
55501	0.4729899497487437	0.547945205479452
55601	0.47361809045226133	0.547945205479452
55701	0.47361809045226133	0.547945205479452
55801	0.47361809045226133	0.547945205479452
55901	0.47361809045226133	0.547945205479452
56001	0.47361809045226133	0.547945205479452
56101	0.47361809045226133	0.547945205479452
56201	0.47361809045226133	0.547945205479452
56301	0.47361809045226133	0.547945205479452
56401	0.4742462311557789	0.547945205479452
56501	0.4742462311557789	0.547945205479452
56601	0.4742462311557789	0.547945205479452
56701	0.4742462311557789	0.547945205479452
56801	0.47613065326633164	0.547945205479452
56901	0.47738693467336685	0.547945205479452
57001	0.47738693467336685	0.547945205479452
57101	0.47738693467336685	0.547945205479452
57201	0.47738693467336685	0.547945205479452
57301	0.47738693467336685	0.547945205479452
57401	0.47738693467336685	0.547945205479452
57501	0.47738693467336685	0.547945205479452
57601	0.47738693467336685	0.547945205479452
57701	0.47738693467336685	0.547945205479452
57801	0.47738693467336685	0.547945205479452
57901	0.47738693467336685	0.547945205479452
58001	0.47738693467336685	0.547945205479452
58101	0.47738693467336685	0.547945205479452
58201	0.47738693467336685	0.547945205479452
58301	0.47738693467336685	0.547945205479452
58401	0.47738693467336685	0.547945205479452
58501	0.47738693467336685	0.547945205479452
58601	0.47738693467336685	0.547945205479452
58701	0.47738693467336685	0.547945205479452
58801	0.47738693467336685	0.547945205479452
58901	0.47738693467336685	0.547945205479452
59001	0.47738693467336685	0.547945205479452
59101	0.478643216080402	0.547945205479452
59201	0.478643216080402	0.547945205479452
59301	0.478643216080402	0.547945205479452
59401	0.478643216080402	0.547945205479452
59501	0.478643216080402	0.547945205479452
59601	0.478643216080402	0.547945205479452
59701	0.478643216080402	0.547945205479452
59801	0.4792713567839196	0.547945205479452
59901	0.4792713567839196	0.547945205479452
60001	0.4792713567839196	0.547945205479452
60101	0.48115577889447236	0.547945205479452
60201	0.48115577889447236	0.547945205479452
60301	0.48115577889447236	0.547945205479452
60401	0.48115577889447236	0.547945205479452
60501	0.48115577889447236	0.547945205479452
60601	0.48115577889447236	0.547945205479452
60701	0.48115577889447236	0.547945205479452
60801	0.48115577889447236	0.547945205479452
60901	0.48115577889447236	0.547945205479452
61001	0.48115577889447236	0.547945205479452
61101	0.48178391959798994	0.547945205479452
61201	0.4824120603015075	0.547945205479452
61301	0.4824120603015075	0.547945205479452
61401	0.4824120603015075	0.547945205479452
61501	0.4824120603015075	0.547945205479452
61601	0.4824120603015075	0.547945205479452
61701	0.4824120603015075	0.547945205479452
61801	0.4824120603015075	0.547945205479452
61901	0.4824120603015075	0.547945205479452
62001	0.4824120603015075	0.547945205479452
62101	0.4824120603015075	0.547945205479452
62201	0.4824120603015075	0.547945205479452
62301	0.4824120603015075	0.547945205479452
62401	0.4824120603015075	0.547945205479452
62501	0.4824120603015075	0.547945205479452
62601	0.4824120603015075	0.547945205479452
62701	0.4824120603015075	0.547945205479452
62801	0.4824120603015075	0.547945205479452
62901	0.4824120603015075	0.547945205479452
63001	0.4824120603015075	0.547945205479452
63101	0.4824120603015075	0.547945205479452
63201	0.4824120603015075	0.547945205479452
63301	0.48304020100502515	0.547945205479452
63401	0.4836683417085427	0.547945205479452
63501	0.4849246231155779	0.547945205479452
63601	0.48555276381909546	0.547945205479452
63701	0.4861809045226131	0.547945205479452
63801	0.4861809045226131	0.547945205479452
63901	0.48743718592964824	0.547945205479452
64001	0.48743718592964824	0.547945205479452
64101	0.4880653266331658	0.547945205479452
64201	0.4880653266331658	0.547945205479452
64301	0.4886934673366834	0.547945205479452
64401	0.4886934673366834	0.547945205479452
64501	0.4886934673366834	0.547945205479452
64601	0.4886934673366834	0.547945205479452
64701	0.4886934673366834	0.547945205479452
64801	0.4886934673366834	0.547945205479452
64901	0.48932160804020103	0.547945205479452
65001	0.48932160804020103	0.547945205479452
65101	0.48932160804020103	0.547945205479452
65201	0.48932160804020103	0.547945205479452
65301	0.48932160804020103	0.547945205479452
65401	0.48932160804020103	0.547945205479452
65501	0.48932160804020103	0.547945205479452
65601	0.48932160804020103	0.547945205479452
65701	0.48932160804020103	0.547945205479452
65801	0.48932160804020103	0.547945205479452
65901	0.48932160804020103	0.547945205479452
66001	0.48932160804020103	0.547945205479452
66101	0.48932160804020103	0.547945205479452
66201	0.48932160804020103	0.547945205479452
66301	0.4899497487437186	0.547945205479452
66401	0.4899497487437186	0.547945205479452
66501	0.4905778894472362	0.547945205479452
66601	0.4905778894472362	0.547945205479452
66701	0.49120603015075376	0.547945205479452
66801	0.49183417085427134	0.547945205479452
66901	0.49183417085427134	0.547945205479452
67001	0.49183417085427134	0.547945205479452
67101	0.49183417085427134	0.547945205479452
67201	0.49183417085427134	0.547945205479452
67301	0.49183417085427134	0.547945205479452
67401	0.49246231155778897	0.5499021526418787
